OrderID,CustomerID,OrderDateTime,DeliveryDateTime,TotalAmount,DeliveryStatus
748,120,2024-11-23 02:18:56,2024-11-23 02:26:56,238,Delivered
749,50,2024-10-04 21:20:56,2024-10-04 21:32:56,443,Delivered
750,25,2024-10-17 21:24:56,2024-10-17 21:35:56,856,Delivered
751,202,2024-10-27 18:33:56,2024-10-27 18:45:56,948,Delivered
752,220,2024-10-31 16:46:56,2024-10-31 16:54:56,1272,Delivered
753,290,2024-11-06 21:46:56,2024-11-06 22:00:56,624,Delivered
754,90,2024-10-30 09:34:56,2024-10-30 09:51:56,1072,Delivered
755,282,2024-10-11 05:24:56,2024-10-11 05:32:56,1197,Delivered
756,12,2024-11-12 02:36:56,2024-11-12 02:49:56,532,Delivered
757,133,2024-10-13 09:12:56,2024-10-13 09:25:56,886,Delivered
758,244,2024-10-08 04:37:56,2024-10-08 04:46:56,1029,Delivered
759,299,2024-10-26 22:20:56,2024-10-26 22:37:56,262,Delivered
760,262,2024-10-01 11:20:56,2024-10-01 11:37:56,304,Delivered
761,122,2024-11-03 01:15:56,2024-11-03 01:23:56,295,Delivered
762,234,2024-11-04 06:29:56,2024-11-04 06:45:56,895,Delivered
763,97,2024-11-04 17:28:56,2024-11-04 17:39:56,136,Delivered
764,144,2024-11-21 07:29:56,2024-11-21 07:45:56,324,Delivered
765,30,2024-09-30 16:34:56,2024-09-30 16:51:56,104,Delivered
766,79,2024-10-30 15:03:56,2024-10-30 15:15:56,424,Delivered
767,238,2024-11-04 19:46:56,2024-11-04 20:01:56,174,Delivered
768,298,2024-10-29 18:48:56,2024-10-29 19:02:56,170,Delivered
769,217,2024-11-05 14:17:56,2024-11-05 14:26:56,689,Delivered
770,47,2024-10-17 14:24:56,2024-10-17 14:38:56,1054,Delivered
771,107,2024-11-05 15:52:56,2024-11-05 16:09:56,647,Delivered
772,227,2024-10-14 14:07:56,2024-10-14 14:16:56,649,Delivered
773,9,2024-11-18 03:49:56,2024-11-18 03:59:56,906,Delivered
774,246,2024-10-12 18:12:56,2024-10-12 18:27:56,357,Delivered
775,91,2024-11-06 12:54:56,2024-11-06 13:10:56,1164,Delivered
776,50,2024-10-13 00:02:56,2024-10-13 00:17:56,1310,Delivered
777,272,2024-11-01 00:19:56,2024-11-01 00:33:56,775,Delivered
778,260,2024-11-04 22:14:56,,400,Cancelled
779,11,2024-10-12 10:45:56,2024-10-12 10:56:56,206,Delivered
780,203,2024-10-08 13:45:56,2024-10-08 13:59:56,1144,Delivered
781,169,2024-10-19 21:11:56,2024-10-19 21:28:56,1248,Delivered
782,158,2024-11-03 17:06:56,2024-11-03 17:23:56,1066,Delivered
783,52,2024-10-28 21:50:56,2024-10-28 22:07:56,460,Delivered
784,171,2024-11-20 12:11:56,2024-11-20 12:22:56,705,Delivered
785,86,2024-10-06 18:05:56,2024-10-06 18:15:56,824,Delivered
786,163,2024-11-04 11:31:56,2024-11-04 11:48:56,812,Delivered
787,229,2024-10-17 08:51:56,2024-10-17 09:03:56,1096,Delivered
788,184,2024-10-05 19:04:56,2024-10-05 19:19:56,1250,Delivered
789,4,2024-11-03 17:32:56,2024-11-03 17:43:56,286,Delivered
790,2,2024-11-06 19:33:56,2024-11-06 19:50:56,1110,Delivered
791,190,2024-11-23 02:45:56,2024-11-23 02:58:56,1236,Delivered
792,97,2024-11-23 00:16:56,2024-11-23 00:24:56,194,Delivered
793,14,2024-11-06 11:38:56,2024-11-06 11:51:56,1107,Delivered
794,146,2024-10-28 08:25:56,2024-10-28 08:38:56,557,Delivered
795,178,2024-10-14 23:41:56,2024-10-14 23:52:56,1068,Delivered
796,195,2024-10-15 02:33:56,2024-10-15 02:46:56,1116,Delivered
797,241,2024-11-04 03:59:56,2024-11-04 04:12:56,692,Delivered
798,77,2024-10-13 11:54:56,2024-10-13 12:08:56,930,Delivered
799,258,2024-10-28 21:38:56,2024-10-28 21:53:56,635,Delivered
800,138,2024-11-12 05:03:56,2024-11-12 05:13:56,114,Delivered
801,53,2024-11-02 00:14:56,2024-11-02 00:27:56,716,Delivered
802,60,2024-11-08 02:12:56,2024-11-08 02:24:56,107,Delivered
803,17,2024-10-23 04:45:56,2024-10-23 05:00:56,933,Delivered
804,143,2024-11-15 20:19:56,2024-11-15 20:30:56,543,Delivered
805,152,2024-10-15 02:31:56,2024-10-15 02:47:56,255,Delivered
806,284,2024-11-04 06:01:56,2024-11-04 06:18:56,920,Delivered
807,174,2024-11-11 07:15:56,2024-11-11 07:31:56,259,Delivered
808,20,2024-11-20 11:55:56,2024-11-20 12:03:56,851,Delivered
809,102,2024-11-17 08:26:56,2024-11-17 08:39:56,840,Delivered
810,201,2024-11-11 18:42:56,2024-11-11 18:54:56,441,Delivered
811,132,2024-11-09 12:02:56,2024-11-09 12:11:56,279,Delivered
812,279,2024-10-29 10:36:56,2024-10-29 10:44:56,559,Delivered
813,86,2024-09-29 17:40:56,2024-09-29 17:49:56,1267,Delivered
814,249,2024-10-25 13:09:56,2024-10-25 13:22:56,1340,Delivered
815,181,2024-10-04 17:30:56,2024-10-04 17:41:56,585,Delivered
816,89,2024-11-18 22:07:56,2024-11-18 22:24:56,587,Delivered
817,80,2024-09-27 02:48:56,2024-09-27 03:00:56,446,Delivered
818,132,2024-10-16 06:41:56,2024-10-16 06:54:56,302,Delivered
819,210,2024-10-02 17:45:56,2024-10-02 17:54:56,996,Delivered
820,297,2024-10-25 12:39:56,2024-10-25 12:51:56,252,Delivered
821,119,2024-11-13 22:53:56,2024-11-13 23:03:56,740,Delivered
822,5,2024-10-16 05:44:56,2024-10-16 05:56:56,964,Delivered
823,83,2024-11-15 06:57:56,2024-11-15 07:13:56,1141,Delivered
824,272,2024-11-02 07:10:56,2024-11-02 07:19:56,1230,Delivered
825,42,2024-10-15 00:15:56,2024-10-15 00:24:56,525,Delivered
826,69,2024-10-06 23:22:56,2024-10-06 23:38:56,828,Delivered
827,3,2024-10-31 12:20:56,2024-10-31 12:29:56,494,Delivered
828,64,2024-11-23 07:19:56,2024-11-23 07:32:56,1373,Delivered
829,168,2024-10-22 15:22:56,2024-10-22 15:36:56,471,Delivered
830,233,2024-10-09 16:03:56,2024-10-09 16:19:56,1482,Delivered
831,111,2024-10-10 14:54:56,2024-10-10 15:08:56,363,Delivered
832,234,2024-11-20 20:26:56,2024-11-20 20:43:56,1104,Delivered
833,141,2024-11-13 03:26:56,2024-11-13 03:36:56,129,Delivered
834,210,2024-09-30 07:50:56,2024-09-30 07:58:56,1453,Delivered
835,217,2024-11-06 01:01:56,2024-11-06 01:13:56,616,Delivered
836,222,2024-09-29 17:28:56,,1281,Cancelled
837,237,2024-09-28 20:46:56,2024-09-28 20:59:56,1394,Delivered
838,83,2024-11-13 18:04:56,2024-11-13 18:19:56,1130,Delivered
839,221,2024-10-24 18:54:56,2024-10-24 19:08:56,346,Delivered
840,55,2024-10-13 10:49:56,2024-10-13 11:00:56,973,Delivered
841,33,2024-11-10 16:51:56,2024-11-10 17:04:56,114,Delivered
842,159,2024-10-03 03:51:56,2024-10-03 04:08:56,782,Delivered
843,240,2024-11-06 19:06:56,2024-11-06 19:20:56,895,Delivered
844,151,2024-10-30 23:55:56,2024-10-31 00:08:56,412,Delivered
845,118,2024-10-04 17:55:56,2024-10-04 18:12:56,621,Delivered
846,53,2024-10-25 06:28:56,2024-10-25 06:40:56,1043,Delivered
847,170,2024-10-05 04:00:56,2024-10-05 04:09:56,840,Delivered
848,40,2024-11-08 13:07:56,2024-11-08 13:18:56,1025,Delivered
849,141,2024-11-04 03:08:56,2024-11-04 03:18:56,1461,Delivered
850,244,2024-10-09 02:27:56,2024-10-09 02:35:56,1051,Delivered
851,215,2024-10-23 03:50:56,2024-10-23 04:07:56,816,Delivered
852,167,2024-11-24 05:19:56,2024-11-24 05:36:56,1143,Delivered
853,219,2024-11-05 20:11:56,2024-11-05 20:19:56,958,Delivered
854,271,2024-10-21 18:23:56,2024-10-21 18:36:56,887,Delivered
855,255,2024-09-27 20:19:56,2024-09-27 20:29:56,465,Delivered
856,254,2024-11-08 17:37:56,2024-11-08 17:52:56,312,Delivered
857,279,2024-10-30 07:30:56,2024-10-30 07:45:56,1197,Delivered
858,173,2024-11-03 00:51:56,2024-11-03 01:07:56,1208,Delivered
859,146,2024-11-09 07:12:56,2024-11-09 07:23:56,168,Delivered
860,175,2024-10-12 07:51:56,2024-10-12 08:03:56,547,Delivered
861,150,2024-10-30 19:56:56,2024-10-30 20:11:56,227,Delivered
862,157,2024-10-12 01:29:56,2024-10-12 01:46:56,196,Delivered
863,240,2024-11-01 22:32:56,2024-11-01 22:42:56,613,Delivered
864,90,2024-11-08 09:16:56,2024-11-08 09:29:56,523,Delivered
865,244,2024-10-22 20:48:56,2024-10-22 20:58:56,1152,Delivered
866,44,2024-11-18 09:13:56,2024-11-18 09:30:56,211,Delivered
867,222,2024-10-27 18:15:56,2024-10-27 18:24:56,412,Delivered
868,20,2024-11-24 05:18:56,2024-11-24 05:31:56,1068,Delivered
869,116,2024-10-09 07:15:56,2024-10-09 07:25:56,108,Delivered
870,170,2024-10-24 20:13:56,2024-10-24 20:21:56,377,Delivered
871,61,2024-11-07 23:00:56,2024-11-07 23:11:56,250,Delivered
872,135,2024-11-20 04:21:56,2024-11-20 04:37:56,1133,Delivered
873,298,2024-11-23 11:25:56,2024-11-23 11:34:56,486,Delivered
874,142,2024-10-20 09:07:56,2024-10-20 09:18:56,1091,Delivered
875,279,2024-09-30 01:20:56,2024-09-30 01:34:56,291,Delivered
876,166,2024-10-14 18:50:56,2024-10-14 18:59:56,1224,Delivered
877,51,2024-11-07 06:35:56,2024-11-07 06:44:56,1161,Delivered
878,199,2024-10-22 13:09:56,2024-10-22 13:26:56,759,Delivered
879,226,2024-10-20 20:44:56,2024-10-20 20:59:56,1203,Delivered
880,150,2024-10-14 22:42:56,2024-10-14 22:50:56,154,Delivered
881,209,2024-10-23 07:31:56,2024-10-23 07:45:56,1254,Delivered
882,141,2024-11-03 05:16:56,2024-11-03 05:30:56,916,Delivered
883,267,2024-11-07 04:20:56,2024-11-07 04:36:56,926,Delivered
884,286,2024-10-22 05:35:56,2024-10-22 05:47:56,979,Delivered
885,290,2024-11-11 17:54:56,2024-11-11 18:05:56,121,Delivered
886,110,2024-10-07 14:30:56,2024-10-07 14:45:56,1069,Delivered
887,282,2024-11-01 16:25:56,2024-11-01 16:37:56,1483,Delivered
888,180,2024-11-01 18:36:56,2024-11-01 18:48:56,1450,Delivered
889,63,2024-10-24 18:02:56,2024-10-24 18:13:56,1340,Delivered
890,21,2024-10-02 05:19:56,2024-10-02 05:28:56,1291,Delivered
891,296,2024-10-26 15:59:56,2024-10-26 16:12:56,1474,Delivered
892,208,2024-11-11 17:34:56,2024-11-11 17:46:56,1478,Delivered
893,107,2024-09-29 01:23:56,2024-09-29 01:32:56,390,Delivered
894,299,2024-10-13 11:02:56,2024-10-13 11:11:56,160,Delivered
895,73,2024-11-16 19:09:56,2024-11-16 19:17:56,468,Delivered
896,38,2024-11-17 14:46:56,2024-11-17 14:58:56,283,Delivered
897,180,2024-10-09 04:22:56,2024-10-09 04:36:56,856,Delivered
898,190,2024-10-31 10:08:56,2024-10-31 10:25:56,292,Delivered
899,161,2024-10-11 05:22:56,2024-10-11 05:39:56,861,Delivered
900,280,2024-10-01 03:46:56,2024-10-01 03:56:56,823,Delivered
901,229,2024-10-16 13:43:56,2024-10-16 13:53:56,948,Delivered
902,87,2024-11-02 00:54:56,2024-11-02 01:07:56,990,Delivered
903,154,2024-10-11 09:10:56,2024-10-11 09:19:56,631,Delivered
904,123,2024-10-01 13:41:56,2024-10-01 13:55:56,314,Delivered
905,246,2024-10-18 16:52:56,2024-10-18 17:06:56,515,Delivered
906,291,2024-10-16 16:58:56,2024-10-16 17:11:56,182,Delivered
907,14,2024-10-12 10:18:56,2024-10-12 10:30:56,1248,Delivered
908,171,2024-11-17 06:56:56,2024-11-17 07:05:56,669,Delivered
909,218,2024-10-20 04:47:56,2024-10-20 05:01:56,756,Delivered
910,22,2024-11-07 12:15:56,2024-11-07 12:23:56,486,Delivered
911,181,2024-11-06 02:22:56,2024-11-06 02:36:56,1367,Delivered
912,42,2024-10-08 02:53:56,2024-10-08 03:05:56,469,Delivered
913,297,2024-11-23 02:15:56,2024-11-23 02:24:56,905,Delivered
914,46,2024-11-11 04:20:56,2024-11-11 04:37:56,1046,Delivered
915,261,2024-10-19 19:43:56,2024-10-19 19:51:56,927,Delivered
916,202,2024-10-16 23:54:56,2024-10-17 00:04:56,875,Delivered
917,84,2024-10-21 07:10:56,2024-10-21 07:19:56,329,Delivered
918,202,2024-10-13 23:30:56,2024-10-13 23:40:56,147,Delivered
919,154,2024-11-02 01:42:56,2024-11-02 01:51:56,118,Delivered
920,277,2024-11-11 22:33:56,2024-11-11 22:44:56,230,Delivered
921,263,2024-09-27 05:50:56,2024-09-27 06:06:56,296,Delivered
922,22,2024-10-21 18:31:56,2024-10-21 18:46:56,1322,Delivered
923,41,2024-11-10 23:09:56,2024-11-10 23:23:56,1051,Delivered
924,245,2024-11-23 01:22:56,2024-11-23 01:34:56,456,Delivered
925,151,2024-10-05 18:28:56,2024-10-05 18:45:56,1413,Delivered
926,257,2024-10-11 11:32:56,2024-10-11 11:49:56,1365,Delivered
927,290,2024-10-11 05:50:56,2024-10-11 06:06:56,827,Delivered
928,204,2024-10-05 12:45:56,2024-10-05 12:57:56,677,Delivered
929,300,2024-10-14 20:21:56,,465,Cancelled
930,193,2024-10-04 10:54:56,2024-10-04 11:08:56,1260,Delivered
931,92,2024-10-11 05:54:56,2024-10-11 06:06:56,112,Delivered
932,132,2024-10-12 18:57:56,2024-10-12 19:09:56,268,Delivered
933,210,2024-10-15 00:44:56,2024-10-15 00:57:56,1323,Delivered
934,141,2024-10-31 17:28:56,2024-10-31 17:44:56,1263,Delivered
935,240,2024-10-15 19:41:56,2024-10-15 19:57:56,199,Delivered
936,250,2024-10-16 23:09:56,2024-10-16 23:17:56,908,Delivered
937,245,2024-10-04 20:10:56,,1159,Cancelled
938,254,2024-09-28 08:49:56,2024-09-28 08:59:56,1336,Delivered
939,299,2024-11-23 16:06:56,2024-11-23 16:18:56,669,Delivered
940,258,2024-11-01 16:22:56,2024-11-01 16:37:56,742,Delivered
941,264,2024-11-10 14:52:56,2024-11-10 15:06:56,504,Delivered
942,216,2024-11-09 23:24:56,2024-11-09 23:37:56,725,Delivered
943,137,2024-11-16 00:06:56,2024-11-16 00:16:56,952,Delivered
944,180,2024-11-07 22:56:56,2024-11-07 23:11:56,1461,Delivered
945,42,2024-10-12 23:27:56,2024-10-12 23:39:56,991,Delivered
946,229,2024-11-14 15:15:56,2024-11-14 15:27:56,1375,Delivered
947,122,2024-10-22 22:09:56,2024-10-22 22:22:56,295,Delivered
948,179,2024-10-11 09:05:56,2024-10-11 09:19:56,1385,Delivered
949,260,2024-10-28 08:27:56,2024-10-28 08:42:56,782,Delivered
950,37,2024-10-01 04:04:56,2024-10-01 04:21:56,301,Delivered
951,54,2024-11-07 13:24:56,2024-11-07 13:34:56,1207,Delivered
952,17,2024-10-30 22:41:56,2024-10-30 22:58:56,1342,Delivered
953,203,2024-10-15 06:47:56,2024-10-15 07:00:56,724,Delivered
954,73,2024-10-07 17:35:56,2024-10-07 17:51:56,1018,Delivered
955,248,2024-10-06 00:36:56,2024-10-06 00:47:56,541,Delivered
956,162,2024-11-13 23:28:56,2024-11-13 23:42:56,757,Delivered
957,43,2024-11-07 00:48:56,2024-11-07 00:56:56,1255,Delivered
958,76,2024-10-22 21:46:56,2024-10-22 22:02:56,392,Delivered
959,55,2024-11-07 08:04:56,2024-11-07 08:16:56,1421,Delivered
960,45,2024-11-13 06:13:56,2024-11-13 06:30:56,310,Delivered
961,248,2024-11-14 23:50:56,2024-11-15 00:03:56,1240,Delivered
962,83,2024-10-13 18:54:56,,1396,Cancelled
963,50,2024-10-06 18:53:56,2024-10-06 19:09:56,311,Delivered
964,196,2024-10-12 02:19:56,2024-10-12 02:32:56,1025,Delivered
965,268,2024-10-06 23:38:56,2024-10-06 23:49:56,782,Delivered
966,226,2024-11-19 21:46:56,,311,Cancelled
967,102,2024-11-08 23:38:56,2024-11-08 23:53:56,627,Delivered
968,14,2024-11-20 23:23:56,2024-11-20 23:36:56,1286,Delivered
969,214,2024-10-12 00:56:56,2024-10-12 01:12:56,1278,Delivered
970,103,2024-11-18 03:15:56,2024-11-18 03:31:56,731,Delivered
971,38,2024-11-22 20:38:56,2024-11-22 20:55:56,1137,Delivered
972,165,2024-11-14 17:36:56,2024-11-14 17:52:56,124,Delivered
973,36,2024-11-05 23:25:56,2024-11-05 23:35:56,430,Delivered
974,280,2024-10-21 08:33:56,2024-10-21 08:46:56,884,Delivered
975,58,2024-11-16 00:01:56,2024-11-16 00:16:56,1197,Delivered
976,33,2024-11-20 16:06:56,2024-11-20 16:15:56,355,Delivered
977,223,2024-11-15 12:19:56,2024-11-15 12:36:56,476,Delivered
978,137,2024-11-04 05:16:56,2024-11-04 05:24:56,349,Delivered
979,205,2024-10-12 05:30:56,2024-10-12 05:42:56,963,Delivered
980,259,2024-11-09 07:42:56,2024-11-09 07:50:56,1131,Delivered
981,8,2024-10-21 13:48:56,2024-10-21 14:03:56,349,Delivered
982,296,2024-11-21 18:45:56,2024-11-21 18:54:56,1178,Delivered
983,194,2024-10-14 12:48:56,2024-10-14 12:58:56,768,Delivered
984,85,2024-10-09 20:04:56,2024-10-09 20:21:56,1327,Delivered
985,35,2024-11-18 08:17:56,2024-11-18 08:28:56,1169,Delivered
986,255,2024-11-20 19:47:56,2024-11-20 20:03:56,745,Delivered
987,27,2024-09-27 19:54:56,2024-09-27 20:07:56,779,Delivered
988,15,2024-11-03 12:46:56,2024-11-03 13:02:56,904,Delivered
989,287,2024-10-19 03:04:56,2024-10-19 03:15:56,779,Delivered
990,201,2024-10-18 09:26:56,2024-10-18 09:40:56,464,Delivered
991,36,2024-11-19 20:16:56,2024-11-19 20:29:56,319,Delivered
992,57,2024-10-11 21:01:56,2024-10-11 21:12:56,807,Delivered
993,131,2024-10-16 05:28:56,2024-10-16 05:37:56,100,Delivered
994,137,2024-10-31 22:13:56,2024-10-31 22:22:56,581,Delivered
995,18,2024-10-12 04:56:56,2024-10-12 05:09:56,189,Delivered
996,175,2024-11-21 00:31:56,2024-11-21 00:45:56,706,Delivered
997,289,2024-11-16 01:14:56,2024-11-16 01:31:56,192,Delivered
998,217,2024-10-17 23:22:56,2024-10-17 23:31:56,1488,Delivered
999,177,2024-10-10 13:20:56,2024-10-10 13:35:56,239,Delivered
1000,175,2024-11-07 12:18:56,2024-11-07 12:28:56,272,Delivered
1001,233,2024-11-11 00:33:56,2024-11-11 00:41:56,267,Delivered
1002,109,2024-10-01 23:19:56,2024-10-01 23:36:56,1183,Delivered
1003,210,2024-11-08 00:30:56,2024-11-08 00:45:56,1296,Delivered
1004,128,2024-11-13 08:05:56,2024-11-13 08:13:56,695,Delivered
1005,197,2024-11-08 23:49:56,2024-11-09 00:04:56,688,Delivered
1006,164,2024-10-04 04:20:56,,957,Cancelled
1007,194,2024-11-01 19:37:56,2024-11-01 19:51:56,476,Delivered
1008,50,2024-10-08 01:00:56,2024-10-08 01:12:56,442,Delivered
1009,62,2024-10-26 17:01:56,2024-10-26 17:11:56,384,Delivered
1010,150,2024-10-26 23:30:56,2024-10-26 23:39:56,910,Delivered
1011,14,2024-11-07 06:10:56,2024-11-07 06:20:56,524,Delivered
1012,140,2024-11-04 20:06:56,2024-11-04 20:23:56,1500,Delivered
1013,295,2024-11-17 04:57:56,2024-11-17 05:10:56,305,Delivered
1014,277,2024-11-10 20:08:56,2024-11-10 20:16:56,1423,Delivered
1015,199,2024-11-03 19:48:56,2024-11-03 20:03:56,148,Delivered
1016,251,2024-11-17 14:18:56,2024-11-17 14:26:56,1177,Delivered
1017,10,2024-09-28 03:47:56,2024-09-28 04:03:56,273,Delivered
1018,273,2024-10-02 11:23:56,2024-10-02 11:35:56,684,Delivered
1019,178,2024-10-22 08:56:56,2024-10-22 09:05:56,421,Delivered
1020,128,2024-10-09 08:16:56,2024-10-09 08:29:56,770,Delivered
1021,266,2024-10-22 18:21:56,2024-10-22 18:34:56,1406,Delivered
1022,71,2024-10-03 01:29:56,2024-10-03 01:45:56,1364,Delivered
1023,182,2024-11-01 08:03:56,2024-11-01 08:15:56,452,Delivered
1024,51,2024-11-05 01:03:56,2024-11-05 01:13:56,114,Delivered
1025,264,2024-10-11 09:58:56,2024-10-11 10:13:56,103,Delivered
1026,162,2024-10-29 11:10:56,2024-10-29 11:23:56,714,Delivered
1027,147,2024-10-29 19:20:56,2024-10-29 19:28:56,828,Delivered
1028,78,2024-09-27 12:44:56,2024-09-27 12:54:56,543,Delivered
1029,221,2024-11-12 11:37:56,2024-11-12 11:53:56,121,Delivered
1030,93,2024-10-29 14:47:56,2024-10-29 14:58:56,1302,Delivered
1031,262,2024-10-21 15:51:56,2024-10-21 16:05:56,404,Delivered
1032,76,2024-11-21 21:41:56,2024-11-21 21:53:56,239,Delivered
1033,56,2024-11-18 06:41:56,2024-11-18 06:57:56,791,Delivered
1034,249,2024-10-24 01:19:56,2024-10-24 01:36:56,398,Delivered
1035,113,2024-10-15 13:16:56,2024-10-15 13:29:56,1278,Delivered
1036,240,2024-10-31 16:39:56,2024-10-31 16:54:56,1257,Delivered
1037,81,2024-10-25 12:53:56,2024-10-25 13:10:56,1269,Delivered
1038,97,2024-10-12 10:36:56,2024-10-12 10:48:56,1074,Delivered
1039,11,2024-10-28 08:56:56,2024-10-28 09:09:56,640,Delivered
1040,27,2024-10-15 19:11:56,2024-10-15 19:25:56,871,Delivered
1041,174,2024-10-11 23:56:56,2024-10-12 00:07:56,707,Delivered
1042,110,2024-10-13 07:04:56,2024-10-13 07:15:56,838,Delivered
1043,177,2024-10-11 01:56:56,2024-10-11 02:04:56,702,Delivered
1044,200,2024-10-22 07:24:56,2024-10-22 07:32:56,167,Delivered
1045,251,2024-10-09 19:10:56,2024-10-09 19:23:56,214,Delivered
1046,109,2024-10-25 03:54:56,2024-10-25 04:06:56,554,Delivered
1047,56,2024-11-02 15:44:56,2024-11-02 15:57:56,520,Delivered
1048,179,2024-09-30 05:10:56,2024-09-30 05:18:56,696,Delivered
1049,112,2024-11-10 09:56:56,2024-11-10 10:11:56,364,Delivered
1050,219,2024-11-18 15:27:56,2024-11-18 15:41:56,1200,Delivered
1051,235,2024-10-22 01:03:56,2024-10-22 01:13:56,646,Delivered
1052,142,2024-10-10 14:38:56,2024-10-10 14:53:56,400,Delivered
1053,224,2024-09-28 06:06:56,2024-09-28 06:20:56,580,Delivered
1054,141,2024-10-26 12:26:56,2024-10-26 12:38:56,184,Delivered
1055,246,2024-09-30 18:00:56,2024-09-30 18:10:56,641,Delivered
1056,31,2024-10-11 18:22:56,,654,Cancelled
1057,16,2024-10-14 12:18:56,2024-10-14 12:28:56,680,Delivered
1058,172,2024-11-04 08:07:56,2024-11-04 08:15:56,1223,Delivered
1059,64,2024-10-14 11:49:56,,1012,Cancelled
1060,203,2024-11-18 10:33:56,2024-11-18 10:47:56,498,Delivered
1061,196,2024-11-23 05:14:56,2024-11-23 05:25:56,148,Delivered
1062,44,2024-11-17 21:33:56,2024-11-17 21:47:56,420,Delivered
1063,148,2024-10-25 04:50:56,2024-10-25 05:05:56,713,Delivered
1064,117,2024-10-06 20:36:56,2024-10-06 20:53:56,1053,Delivered
1065,280,2024-10-24 03:53:56,2024-10-24 04:07:56,977,Delivered
1066,293,2024-11-04 15:02:56,2024-11-04 15:19:56,1208,Delivered
1067,82,2024-11-05 12:55:56,2024-11-05 13:04:56,491,Delivered
1068,265,2024-11-03 10:11:56,2024-11-03 10:27:56,1089,Delivered
1069,7,2024-11-04 22:21:56,2024-11-04 22:33:56,1121,Delivered
1070,122,2024-10-21 17:19:56,2024-10-21 17:34:56,933,Delivered
1071,145,2024-09-30 12:21:56,2024-09-30 12:38:56,1385,Delivered
1072,48,2024-11-13 00:06:56,2024-11-13 00:20:56,1142,Delivered
1073,219,2024-11-02 07:43:56,2024-11-02 07:56:56,1495,Delivered
1074,120,2024-10-21 01:28:56,2024-10-21 01:44:56,604,Delivered
1075,52,2024-10-21 23:37:56,2024-10-21 23:54:56,562,Delivered
1076,293,2024-11-23 11:19:56,2024-11-23 11:33:56,1034,Delivered
1077,289,2024-10-22 15:21:56,2024-10-22 15:31:56,852,Delivered
1078,207,2024-09-29 05:59:56,2024-09-29 06:14:56,771,Delivered
1079,281,2024-09-26 20:43:56,2024-09-26 20:53:56,434,Delivered
1080,154,2024-10-19 06:53:56,2024-10-19 07:02:56,1224,Delivered
1081,38,2024-11-18 19:36:56,2024-11-18 19:47:56,680,Delivered
1082,9,2024-10-07 09:54:56,2024-10-07 10:07:56,742,Delivered
1083,72,2024-10-31 05:49:56,2024-10-31 06:02:56,1306,Delivered
1084,45,2024-11-08 19:31:56,2024-11-08 19:44:56,1342,Delivered
1085,39,2024-10-28 08:21:56,2024-10-28 08:32:56,605,Delivered
1086,117,2024-10-24 02:50:56,2024-10-24 03:05:56,121,Delivered
1087,15,2024-11-07 10:27:56,2024-11-07 10:39:56,1441,Delivered
1088,135,2024-11-05 04:32:56,2024-11-05 04:42:56,149,Delivered
1089,193,2024-11-01 09:18:56,2024-11-01 09:32:56,310,Delivered
1090,59,2024-10-03 14:18:56,2024-10-03 14:31:56,326,Delivered
1091,290,2024-11-18 02:18:56,2024-11-18 02:34:56,371,Delivered
1092,144,2024-10-11 16:07:56,2024-10-11 16:15:56,1420,Delivered
1093,144,2024-10-27 17:37:56,2024-10-27 17:45:56,645,Delivered
1094,153,2024-10-20 15:23:56,2024-10-20 15:33:56,277,Delivered
1095,126,2024-10-11 17:05:56,2024-10-11 17:22:56,417,Delivered
1096,109,2024-10-10 04:54:56,2024-10-10 05:04:56,1144,Delivered
1097,103,2024-11-21 04:45:56,2024-11-21 04:56:56,171,Delivered
1098,83,2024-11-08 16:52:56,2024-11-08 17:00:56,1335,Delivered
1099,65,2024-11-16 16:06:56,2024-11-16 16:23:56,1481,Delivered
1100,270,2024-10-19 08:48:56,2024-10-19 09:05:56,961,Delivered
1101,10,2024-11-20 19:41:56,2024-11-20 19:57:56,772,Delivered
1102,131,2024-10-02 11:45:56,2024-10-02 12:01:56,1266,Delivered
1103,93,2024-11-22 22:51:56,2024-11-22 23:03:56,1489,Delivered
1104,207,2024-11-19 16:46:56,2024-11-19 16:59:56,482,Delivered
1105,15,2024-09-28 03:39:56,2024-09-28 03:53:56,245,Delivered
1106,25,2024-10-18 10:46:56,2024-10-18 10:58:56,796,Delivered
1107,233,2024-11-10 04:33:56,2024-11-10 04:48:56,1180,Delivered
1108,80,2024-10-10 02:24:56,2024-10-10 02:35:56,487,Delivered
1109,17,2024-10-15 01:23:56,2024-10-15 01:34:56,1201,Delivered
1110,100,2024-10-12 15:00:56,2024-10-12 15:10:56,1193,Delivered
1111,134,2024-11-12 21:34:56,2024-11-12 21:44:56,1466,Delivered
1112,179,2024-11-07 20:57:56,2024-11-07 21:06:56,1316,Delivered
1113,177,2024-09-29 01:09:56,2024-09-29 01:22:56,313,Delivered
1114,293,2024-11-07 11:04:56,2024-11-07 11:15:56,990,Delivered
1115,131,2024-11-23 23:10:56,2024-11-23 23:19:56,481,Delivered
1116,103,2024-10-13 03:14:56,2024-10-13 03:27:56,1263,Delivered
1117,58,2024-11-02 02:29:56,2024-11-02 02:46:56,1240,Delivered
1118,90,2024-10-20 02:27:56,2024-10-20 02:43:56,530,Delivered
1119,244,2024-10-10 23:10:56,2024-10-10 23:22:56,1363,Delivered
1120,54,2024-11-13 18:22:56,2024-11-13 18:39:56,420,Delivered
