OrderDetailsID,OrderID,ProductName,Quantity,PricePerUnit
1564,798,Maggi Noodles,5,40
1565,1605,Dettol Liquid,4,40
1566,123,Tata Salt,2,40
1567,258,Maggi Noodles,5,60
1568,224,Nestle Milk,2,60
1569,3959,Harpic Toilet Cleaner,4,10
1570,1158,Clinic Plus Shampoo,1,150
1571,3369,Godrej Hair Dye,3,20
1572,3606,Parle-G Biscuits,4,80
1573,2365,Aashirvaad Atta,4,200
1574,1520,Fortune Oil,1,70
1575,3515,Parle-G Biscuits,3,120
1576,2600,Aashirvaad Atta,4,20
1577,411,Dove Soap,5,99
1578,3639,Aashirvaad Atta,3,50
1579,2709,Good Day Cookies,1,70
1580,152,Fortune Oil,3,45
1581,1905,Nestle Milk,4,50
1582,3921,Harpic Toilet Cleaner,4,45
1583,455,Maggi Noodles,2,45
1584,2275,Maggi Noodles,4,120
1585,2281,Godrej Hair Dye,3,150
1586,126,Tata Tea Gold,5,10
1587,3150,Colgate Toothpaste,4,130
1588,2668,Bournvita,1,50
1589,1828,Dettol Liquid,4,45
1590,1805,Colgate Toothpaste,4,45
1591,1829,Tata Salt,5,10
1592,1858,Parle-G Biscuits,5,35
1593,899,Maggi Noodles,2,99
1594,3522,Nestle Milk,5,80
1595,469,Amul Butter,5,45
1596,2108,Nestle Milk,1,60
1597,2943,Britannia Rusk,4,120
1598,2825,Fortune Oil,2,10
1599,2920,Tata Salt,1,150
1600,1641,Britannia Rusk,3,180
1601,177,Tata Salt,3,120
1602,1752,Tata Salt,1,12
1603,3956,Tata Salt,4,99
1604,3840,Godrej Hair Dye,5,12
1605,2711,Tata Salt,2,35
1606,3998,Colgate Toothpaste,4,40
1607,3166,Harpic Toilet Cleaner,3,150
1608,1922,Britannia Rusk,2,20
1609,3317,Harpic Toilet Cleaner,4,12
1610,696,Parle-G Biscuits,2,60
1611,3074,Dove Soap,4,50
1612,3551,Good Day Cookies,3,130
1613,581,Fortune Oil,2,40
1614,671,Good Day Cookies,5,10
1615,842,Tata Salt,5,200
1616,1706,Himalaya Face Wash,5,45
1617,327,Parle-G Biscuits,5,40
1618,3483,Bournvita,1,300
1619,435,Godrej Hair Dye,5,50
1620,663,Colgate Toothpaste,3,300
1621,3706,Himalaya Face Wash,3,45
1622,1565,Colgate Toothpaste,2,50
1623,2062,Ariel Detergent,3,45
1624,3640,Bournvita,2,45
1625,1634,Tata Salt,1,300
1626,623,Harpic Toilet Cleaner,5,50
1627,2186,Nestle Milk,5,60
1628,1440,Amul Butter,4,150
1629,3964,Maggi Noodles,4,200
1630,2975,Dettol Liquid,5,130
1631,3446,Aashirvaad Atta,3,50
1632,464,Clinic Plus Shampoo,5,200
1633,1305,Harpic Toilet Cleaner,2,40
1634,2927,Tata Salt,4,45
1635,3891,Red Label Tea,4,45
1636,2531,Ariel Detergent,5,120
1637,2881,Himalaya Face Wash,5,180
1638,831,Colgate Toothpaste,5,120
1639,663,Nestle Milk,5,200
1640,1421,Godrej Hair Dye,4,300
1641,3316,Tata Tea Gold,5,60
1642,1121,Colgate Toothpaste,3,70
1643,2994,Amul Butter,3,80
1644,3594,Godrej Hair Dye,1,50
1645,1567,Godrej Hair Dye,1,45
1646,1945,Dettol Liquid,5,150
1647,1675,Parle-G Biscuits,2,130
1648,1596,Harpic Toilet Cleaner,5,40
1649,3039,Good Day Cookies,4,200
1650,3585,Dettol Liquid,5,80
1651,2562,Fortune Oil,3,150
1652,2205,Harpic Toilet Cleaner,1,150
1653,1453,Ariel Detergent,3,20
1654,2504,Britannia Rusk,1,80
1655,290,Tata Tea Gold,3,12
1656,3324,Himalaya Face Wash,3,80
1657,3236,Nestle Milk,3,70
1658,1817,Godrej Hair Dye,4,12
1659,780,Himalaya Face Wash,5,50
1660,993,Parle-G Biscuits,5,50
1661,2961,Godrej Hair Dye,5,50
1662,3098,Britannia Rusk,2,10
1663,2402,Tata Tea Gold,3,150
1664,1062,Maggi Noodles,2,200
1665,2270,Harpic Toilet Cleaner,1,150
1666,1192,Dove Soap,5,60
1667,962,Maggi Noodles,2,60
1668,3628,Good Day Cookies,3,130
1669,2116,Fortune Oil,5,130
1670,3452,Ariel Detergent,4,150
1671,2446,Tata Tea Gold,5,50
1672,1125,Britannia Rusk,4,10
1673,38,Tata Salt,5,50
1674,1746,Nestle Milk,5,10
1675,675,Britannia Rusk,4,60
1676,36,Tata Salt,2,70
1677,3394,Ariel Detergent,1,120
1678,2402,Colgate Toothpaste,5,35
1679,3039,Fortune Oil,2,120
1680,3879,Harpic Toilet Cleaner,2,200
1681,3210,Parle-G Biscuits,2,180
1682,3328,Amul Butter,3,20
1683,2960,Britannia Rusk,3,12
1684,2752,Dove Soap,5,45
1685,3475,Maggi Noodles,2,35
1686,919,Dove Soap,3,12
1687,3164,Harpic Toilet Cleaner,4,99
1688,3043,Ariel Detergent,3,180
1689,2309,Dettol Liquid,3,60
1690,666,Tata Salt,4,50
1691,1297,Dettol Liquid,5,20
1692,3856,Clinic Plus Shampoo,2,120
1693,1139,Tata Tea Gold,2,50
1694,2371,Good Day Cookies,2,50
1695,1681,Bournvita,3,50
1696,1821,Fortune Oil,1,20
1697,2881,Himalaya Face Wash,3,200
1698,2673,Dettol Liquid,3,80
1699,712,Maggi Noodles,1,60
1700,1995,Ariel Detergent,4,45
1701,1165,Godrej Hair Dye,2,40
1702,2496,Clinic Plus Shampoo,1,120
1703,3548,Colgate Toothpaste,2,45
1704,257,Himalaya Face Wash,1,180
1705,3160,Aashirvaad Atta,3,50
1706,1146,Britannia Rusk,2,35
1707,3464,Aashirvaad Atta,2,50
1708,1259,Dettol Liquid,4,99
1709,3707,Tata Tea Gold,5,35
1710,1023,Amul Butter,3,120
1711,2844,Good Day Cookies,3,99
1712,1490,Tata Tea Gold,5,150
1713,2815,Ariel Detergent,1,180
1714,3657,Bournvita,1,180
1715,2180,Colgate Toothpaste,4,40
1716,655,Aashirvaad Atta,3,80
1717,169,Tata Tea Gold,2,180
1718,3354,Tata Salt,5,45
1719,1898,Tata Salt,5,99
1720,1050,Colgate Toothpaste,2,20
1721,3394,Harpic Toilet Cleaner,1,12
1722,3327,Dettol Liquid,1,130
1723,1389,Dettol Liquid,5,200
1724,2078,Colgate Toothpaste,3,40
1725,1252,Tata Tea Gold,2,120
1726,3656,Ariel Detergent,1,300
1727,1927,Himalaya Face Wash,2,50
1728,3015,Godrej Hair Dye,1,300
1729,460,Amul Butter,3,45
1730,1707,Bournvita,2,45
1731,2179,Nestle Milk,1,200
1732,2411,Tata Salt,4,130
1733,2689,Harpic Toilet Cleaner,2,150
1734,3367,Parle-G Biscuits,3,40
1735,3719,Britannia Rusk,4,180
1736,3269,Bournvita,3,150
1737,2378,Amul Butter,1,50
1738,2428,Tata Tea Gold,4,120
1739,1095,Bournvita,3,180
1740,1762,Maggi Noodles,1,50
1741,2086,Red Label Tea,3,60
1742,1809,Clinic Plus Shampoo,5,180
1743,3076,Red Label Tea,4,150
1744,2653,Maggi Noodles,3,80
1745,1488,Harpic Toilet Cleaner,3,50
1746,1931,Himalaya Face Wash,1,45
1747,3416,Dettol Liquid,4,45
1748,1280,Clinic Plus Shampoo,1,99
1749,3,Amul Butter,1,40
1750,1499,Godrej Hair Dye,1,40
1751,1746,Amul Butter,5,45
1752,1582,Tata Tea Gold,1,20
1753,379,Harpic Toilet Cleaner,5,80
1754,3692,Red Label Tea,2,45
1755,899,Britannia Rusk,5,70
1756,2898,Nestle Milk,5,50
1757,2731,Harpic Toilet Cleaner,1,180
1758,2074,Godrej Hair Dye,1,99
1759,2957,Nestle Milk,2,40
1760,3654,Dettol Liquid,3,10
1761,3992,Tata Salt,5,60
1762,1961,Ariel Detergent,4,150
1763,1823,Aashirvaad Atta,1,99
1764,3747,Good Day Cookies,2,20
1765,3333,Parle-G Biscuits,4,180
1766,301,Bournvita,4,180
1767,3168,Tata Tea Gold,1,35
1768,542,Amul Butter,5,120
1769,771,Maggi Noodles,5,10
1770,2520,Dettol Liquid,5,99
1771,1040,Tata Tea Gold,2,60
1772,367,Good Day Cookies,5,10
1773,2300,Tata Salt,1,45
1774,3347,Parle-G Biscuits,5,10
1775,3386,Colgate Toothpaste,3,300
1776,875,Britannia Rusk,1,150
1777,1264,Amul Butter,3,45
1778,3988,Aashirvaad Atta,5,80
1779,3816,Fortune Oil,4,120
1780,1720,Dove Soap,2,120
1781,2595,Fortune Oil,4,150
1782,199,Parle-G Biscuits,5,50
1783,3910,Himalaya Face Wash,5,45
1784,3085,Aashirvaad Atta,2,300
1785,787,Godrej Hair Dye,3,45
1786,1462,Parle-G Biscuits,3,99
1787,3188,Good Day Cookies,1,50
1788,311,Britannia Rusk,5,120
1789,1487,Red Label Tea,3,180
1790,2267,Colgate Toothpaste,3,35
1791,3068,Himalaya Face Wash,1,10
1792,2093,Harpic Toilet Cleaner,1,120
1793,3960,Amul Butter,3,200
1794,3062,Parle-G Biscuits,4,120
1795,3736,Harpic Toilet Cleaner,2,60
1796,1393,Good Day Cookies,2,180
1797,3737,Britannia Rusk,1,20
1798,2842,Britannia Rusk,3,40
1799,2048,Harpic Toilet Cleaner,1,70
1800,422,Britannia Rusk,2,50
1801,335,Aashirvaad Atta,2,35
1802,257,Himalaya Face Wash,5,130
1803,3803,Himalaya Face Wash,5,120
1804,2893,Godrej Hair Dye,2,45
1805,3286,Tata Tea Gold,3,300
1806,2837,Himalaya Face Wash,5,40
1807,1932,Fortune Oil,4,120
1808,1928,Dove Soap,4,130
1809,2076,Himalaya Face Wash,4,99
1810,2170,Red Label Tea,5,150
1811,1087,Tata Salt,1,150
1812,220,Bournvita,2,35
1813,21,Harpic Toilet Cleaner,5,35
1814,2002,Amul Butter,5,20
1815,2034,Fortune Oil,2,120
1816,428,Parle-G Biscuits,3,150
1817,339,Amul Butter,5,50
1818,2828,Godrej Hair Dye,4,130
1819,916,Britannia Rusk,4,20
1820,1919,Britannia Rusk,3,10
1821,3601,Colgate Toothpaste,4,80
1822,2248,Red Label Tea,2,70
1823,2329,Britannia Rusk,3,200
1824,3068,Fortune Oil,5,20
1825,3316,Fortune Oil,1,45
1826,2044,Good Day Cookies,4,60
1827,2029,Maggi Noodles,3,10
1828,3645,Godrej Hair Dye,1,120
1829,28,Clinic Plus Shampoo,4,180
1830,238,Ariel Detergent,1,70
1831,1942,Clinic Plus Shampoo,5,300
1832,2628,Red Label Tea,4,50
1833,3130,Dove Soap,4,150
1834,2263,Bournvita,5,130
1835,1932,Good Day Cookies,4,70
1836,196,Maggi Noodles,4,20
1837,2984,Ariel Detergent,4,12
1838,1575,Britannia Rusk,1,60
1839,171,Ariel Detergent,4,45
1840,282,Ariel Detergent,1,50
1841,493,Bournvita,3,50
1842,1925,Godrej Hair Dye,2,150
1843,3289,Godrej Hair Dye,3,80
1844,3335,Himalaya Face Wash,5,300
1845,3141,Tata Tea Gold,1,10
1846,2809,Amul Butter,2,12
1847,3609,Bournvita,2,99
1848,89,Britannia Rusk,2,130
1849,3866,Aashirvaad Atta,1,120
1850,3735,Himalaya Face Wash,3,180
1851,1149,Dettol Liquid,2,50
1852,3731,Dettol Liquid,1,50
1853,3902,Aashirvaad Atta,2,45
1854,997,Colgate Toothpaste,2,70
1855,22,Dove Soap,5,300
1856,598,Good Day Cookies,3,40
1857,3293,Fortune Oil,1,70
1858,3016,Tata Tea Gold,2,50
1859,1963,Aashirvaad Atta,3,120
1860,1069,Parle-G Biscuits,3,130
1861,3902,Dove Soap,3,35
1862,1821,Clinic Plus Shampoo,4,120
1863,386,Good Day Cookies,3,120
1864,3111,Tata Salt,4,60
1865,2843,Maggi Noodles,5,20
1866,2126,Fortune Oil,4,20
1867,1465,Aashirvaad Atta,3,10
1868,1140,Ariel Detergent,5,45
1869,615,Godrej Hair Dye,3,10
1870,1499,Harpic Toilet Cleaner,3,10
1871,3079,Red Label Tea,2,60
1872,2107,Maggi Noodles,3,120
1873,39,Red Label Tea,2,300
1874,215,Britannia Rusk,4,50
1875,787,Fortune Oil,4,120
1876,1476,Ariel Detergent,3,80
1877,3733,Britannia Rusk,2,70
1878,2209,Tata Tea Gold,1,120
1879,2415,Dove Soap,5,120
1880,3761,Bournvita,3,10
1881,1499,Good Day Cookies,4,40
1882,744,Red Label Tea,3,120
1883,2314,Harpic Toilet Cleaner,4,70
1884,254,Harpic Toilet Cleaner,3,50
1885,2716,Fortune Oil,2,80
1886,1266,Britannia Rusk,1,180
1887,1140,Tata Tea Gold,3,130
1888,2965,Good Day Cookies,2,12
1889,306,Britannia Rusk,3,40
1890,2692,Colgate Toothpaste,2,20
1891,881,Britannia Rusk,1,12
1892,2399,Himalaya Face Wash,3,35
1893,1954,Maggi Noodles,2,35
1894,1879,Amul Butter,5,45
1895,3557,Nestle Milk,3,45
1896,591,Himalaya Face Wash,3,120
1897,64,Tata Salt,4,70
1898,530,Dettol Liquid,3,70
1899,2401,Tata Tea Gold,5,130
1900,731,Dove Soap,5,180
1901,184,Dove Soap,1,120
1902,1104,Godrej Hair Dye,3,150
1903,62,Parle-G Biscuits,2,60
1904,2587,Tata Salt,1,120
1905,3966,Clinic Plus Shampoo,3,150
1906,3761,Red Label Tea,4,60
1907,3629,Dove Soap,5,200
1908,69,Ariel Detergent,3,10
1909,2121,Tata Salt,5,300
1910,1199,Nestle Milk,4,50
1911,348,Harpic Toilet Cleaner,2,150
1912,675,Bournvita,2,99
1913,1882,Himalaya Face Wash,5,20
1914,938,Godrej Hair Dye,5,60
1915,978,Amul Butter,3,99
1916,1723,Nestle Milk,2,40
1917,3405,Tata Tea Gold,3,40
1918,509,Tata Tea Gold,5,10
1919,1444,Himalaya Face Wash,1,45
1920,2398,Britannia Rusk,4,120
1921,3226,Tata Tea Gold,3,20
1922,1330,Ariel Detergent,3,50
1923,2223,Dove Soap,2,130
1924,3969,Tata Salt,1,180
1925,3095,Nestle Milk,2,120
1926,2754,Amul Butter,4,180
1927,16,Godrej Hair Dye,4,99
1928,2727,Dettol Liquid,3,80
1929,2838,Aashirvaad Atta,3,50
1930,3212,Ariel Detergent,4,12
1931,3265,Good Day Cookies,1,150
1932,3657,Amul Butter,3,120
1933,575,Red Label Tea,3,50
1934,1667,Aashirvaad Atta,2,20
1935,1992,Good Day Cookies,3,45
1936,3715,Tata Tea Gold,4,20
1937,2360,Nestle Milk,1,200
1938,600,Tata Salt,5,120
1939,3689,Maggi Noodles,5,20
1940,2303,Aashirvaad Atta,1,80
1941,3978,Red Label Tea,4,45
1942,197,Good Day Cookies,4,70
1943,1873,Fortune Oil,1,45
1944,3790,Dove Soap,3,50
1945,8,Colgate Toothpaste,5,60
1946,1834,Nestle Milk,1,20
1947,3117,Bournvita,4,20
1948,3039,Dettol Liquid,5,200
1949,2022,Dettol Liquid,3,45
1950,2533,Aashirvaad Atta,4,200
1951,1660,Maggi Noodles,1,99
1952,1240,Colgate Toothpaste,3,150
1953,3058,Himalaya Face Wash,2,180
1954,3569,Dettol Liquid,2,70
1955,1369,Ariel Detergent,5,120
1956,135,Nestle Milk,5,45
1957,345,Ariel Detergent,3,70
1958,2363,Red Label Tea,3,50
1959,3094,Parle-G Biscuits,5,60
1960,599,Good Day Cookies,2,35
1961,2711,Ariel Detergent,4,12
1962,2239,Maggi Noodles,2,35
1963,1235,Maggi Noodles,4,60
1964,1314,Tata Salt,4,99
1965,3305,Parle-G Biscuits,5,80
1966,2853,Maggi Noodles,2,10
1967,3607,Britannia Rusk,3,20
1968,3087,Dettol Liquid,2,150
1969,311,Ariel Detergent,2,12
1970,815,Harpic Toilet Cleaner,4,130
1971,129,Bournvita,2,200
1972,1208,Britannia Rusk,1,45
1973,2880,Aashirvaad Atta,1,70
1974,2261,Harpic Toilet Cleaner,4,50
1975,2395,Colgate Toothpaste,1,50
1976,3706,Britannia Rusk,5,180
1977,305,Amul Butter,5,200
1978,3416,Parle-G Biscuits,4,20
1979,6,Bournvita,5,200
1980,2143,Colgate Toothpaste,3,120
1981,819,Maggi Noodles,5,20
1982,504,Godrej Hair Dye,3,80
1983,257,Clinic Plus Shampoo,4,130
1984,102,Ariel Detergent,2,50
1985,337,Good Day Cookies,4,10
1986,1851,Aashirvaad Atta,5,150
1987,2383,Bournvita,4,60
1988,1602,Godrej Hair Dye,3,300
1989,2238,Aashirvaad Atta,3,120
1990,1906,Ariel Detergent,1,180
1991,1714,Harpic Toilet Cleaner,1,45
1992,2382,Maggi Noodles,5,35
1993,956,Clinic Plus Shampoo,4,50
1994,2695,Good Day Cookies,3,10
1995,3297,Godrej Hair Dye,4,99
1996,2804,Ariel Detergent,4,80
1997,3168,Ariel Detergent,1,300
1998,3460,Britannia Rusk,1,300
1999,76,Fortune Oil,1,50
2000,1087,Maggi Noodles,5,130
2001,1272,Clinic Plus Shampoo,5,80
2002,3430,Fortune Oil,3,45
2003,2906,Tata Salt,4,50
2004,36,Ariel Detergent,1,40
2005,2763,Red Label Tea,4,45
2006,234,Colgate Toothpaste,1,40
2007,665,Good Day Cookies,4,60
2008,766,Good Day Cookies,2,45
2009,3332,Tata Tea Gold,5,99
2010,2278,Maggi Noodles,1,45
2011,2933,Aashirvaad Atta,2,120
2012,1996,Dove Soap,2,45
2013,3274,Good Day Cookies,3,70
2014,1325,Ariel Detergent,2,35
2015,2482,Amul Butter,1,10
2016,1542,Amul Butter,1,35
2017,1841,Godrej Hair Dye,5,150
2018,455,Nestle Milk,1,35
2019,865,Parle-G Biscuits,5,130
2020,3032,Clinic Plus Shampoo,3,50
2021,2020,Red Label Tea,5,120
2022,2032,Colgate Toothpaste,2,150
2023,2759,Maggi Noodles,5,45
2024,2402,Good Day Cookies,1,45
2025,882,Harpic Toilet Cleaner,2,20
2026,3416,Ariel Detergent,2,130
2027,2781,Bournvita,5,70
2028,1119,Dove Soap,1,70
2029,3624,Clinic Plus Shampoo,5,60
2030,1595,Bournvita,2,60
2031,1823,Harpic Toilet Cleaner,2,70
2032,2891,Dettol Liquid,5,40
2033,792,Colgate Toothpaste,5,99
2034,934,Aashirvaad Atta,2,180
2035,3122,Himalaya Face Wash,3,50
2036,2667,Tata Tea Gold,4,150
2037,2462,Parle-G Biscuits,4,60
2038,2165,Ariel Detergent,1,120
2039,3105,Britannia Rusk,4,200
2040,3398,Red Label Tea,2,45
2041,3629,Godrej Hair Dye,5,130
2042,3181,Fortune Oil,1,180
2043,500,Nestle Milk,5,10
2044,604,Britannia Rusk,2,80
2045,177,Red Label Tea,1,12
2046,1509,Aashirvaad Atta,4,200
2047,1091,Ariel Detergent,5,200
2048,1267,Clinic Plus Shampoo,1,60
2049,1722,Harpic Toilet Cleaner,1,130
2050,3232,Fortune Oil,5,120
2051,3205,Bournvita,5,10
2052,3483,Colgate Toothpaste,5,12
2053,1033,Aashirvaad Atta,5,70
2054,617,Tata Salt,4,300
2055,2091,Dettol Liquid,2,70
2056,198,Fortune Oil,4,150
2057,240,Amul Butter,3,45
2058,3614,Clinic Plus Shampoo,1,180
2059,1764,Fortune Oil,5,70
2060,3110,Bournvita,1,45
2061,2550,Parle-G Biscuits,2,70
2062,205,Amul Butter,3,120
2063,3461,Britannia Rusk,3,180
2064,2970,Tata Salt,2,200
2065,2200,Good Day Cookies,3,60
2066,938,Good Day Cookies,5,120
2067,2478,Colgate Toothpaste,2,50
2068,3315,Godrej Hair Dye,3,45
2069,3450,Amul Butter,2,50
2070,3254,Amul Butter,5,180
2071,1628,Himalaya Face Wash,2,120
2072,3840,Tata Tea Gold,5,120
2073,2968,Dettol Liquid,1,45
2074,1372,Tata Salt,5,60
2075,2833,Britannia Rusk,3,80
2076,3576,Dove Soap,5,99
2077,3972,Dove Soap,3,50
2078,3237,Harpic Toilet Cleaner,2,20
2079,1694,Dove Soap,2,45
2080,461,Parle-G Biscuits,2,60
2081,1429,Tata Tea Gold,2,180
2082,3779,Himalaya Face Wash,5,200
2083,687,Himalaya Face Wash,3,50
2084,273,Bournvita,1,45
2085,3391,Good Day Cookies,5,35
2086,2205,Himalaya Face Wash,2,200
2087,804,Aashirvaad Atta,5,200
2088,2581,Aashirvaad Atta,2,50
2089,2031,Harpic Toilet Cleaner,4,60
2090,1386,Tata Tea Gold,1,50
2091,3478,Harpic Toilet Cleaner,1,300
2092,1226,Tata Tea Gold,1,10
2093,602,Maggi Noodles,3,99
2094,1695,Good Day Cookies,4,150
2095,1784,Dove Soap,5,50
2096,976,Aashirvaad Atta,2,60
2097,3200,Clinic Plus Shampoo,3,40
2098,2481,Britannia Rusk,1,180
2099,3005,Harpic Toilet Cleaner,3,200
2100,2848,Bournvita,4,300
2101,1000,Maggi Noodles,1,300
2102,2736,Parle-G Biscuits,1,50
2103,695,Bournvita,1,10
2104,1641,Britannia Rusk,1,180
2105,3251,Tata Salt,2,10
2106,292,Tata Tea Gold,4,50
2107,1047,Dove Soap,1,120
2108,1262,Harpic Toilet Cleaner,5,60
2109,2945,Colgate Toothpaste,2,99
2110,1313,Red Label Tea,5,50
2111,3869,Aashirvaad Atta,1,50
2112,555,Good Day Cookies,2,40
2113,2696,Clinic Plus Shampoo,2,20
2114,2694,Bournvita,2,180
2115,1555,Britannia Rusk,4,45
2116,466,Good Day Cookies,5,10
2117,1668,Bournvita,1,35
2118,922,Harpic Toilet Cleaner,4,40
2119,1781,Red Label Tea,3,20
2120,2301,Bournvita,2,60
2121,2379,Red Label Tea,3,20
2122,2829,Tata Salt,5,45
2123,3299,Dove Soap,3,99
2124,1382,Ariel Detergent,1,70
2125,650,Clinic Plus Shampoo,5,40
2126,1983,Harpic Toilet Cleaner,2,35
2127,593,Himalaya Face Wash,3,99
2128,2629,Ariel Detergent,3,35
2129,1347,Colgate Toothpaste,1,130
2130,531,Britannia Rusk,1,45
2131,1587,Godrej Hair Dye,1,120
2132,3194,Dettol Liquid,3,40
2133,2685,Tata Salt,3,50
2134,2525,Tata Tea Gold,4,120
2135,3062,Britannia Rusk,2,50
2136,2599,Bournvita,3,150
2137,3593,Dove Soap,2,12
2138,431,Tata Salt,4,10
2139,1922,Colgate Toothpaste,4,35
2140,1033,Britannia Rusk,4,150
2141,926,Nestle Milk,5,45
2142,3141,Godrej Hair Dye,3,120
2143,2486,Red Label Tea,3,10
2144,2356,Aashirvaad Atta,3,12
2145,1110,Harpic Toilet Cleaner,3,99
2146,3733,Fortune Oil,5,35
2147,1136,Godrej Hair Dye,2,50
2148,1778,Dettol Liquid,1,130
2149,851,Ariel Detergent,3,120
2150,2036,Dettol Liquid,1,300
2151,3211,Himalaya Face Wash,1,50
2152,700,Fortune Oil,5,60
2153,1063,Tata Salt,3,50
2154,2637,Himalaya Face Wash,3,200
2155,681,Tata Salt,2,70
2156,2751,Tata Tea Gold,5,80
2157,1811,Harpic Toilet Cleaner,2,180
2158,2117,Godrej Hair Dye,2,99
2159,1254,Himalaya Face Wash,4,10
2160,1636,Aashirvaad Atta,4,150
2161,1051,Himalaya Face Wash,3,150
2162,2294,Maggi Noodles,1,12
2163,512,Aashirvaad Atta,5,80
2164,3962,Ariel Detergent,1,60
2165,231,Good Day Cookies,4,300
2166,3237,Colgate Toothpaste,5,150
2167,1053,Clinic Plus Shampoo,1,200
2168,1500,Ariel Detergent,5,200
2169,1694,Maggi Noodles,3,50
2170,1048,Ariel Detergent,1,12
2171,1274,Dove Soap,3,45
2172,2887,Clinic Plus Shampoo,3,45
2173,1830,Fortune Oil,5,120
2174,2732,Colgate Toothpaste,1,60
2175,772,Parle-G Biscuits,5,35
2176,78,Red Label Tea,3,130
2177,1649,Dettol Liquid,5,300
2178,3317,Godrej Hair Dye,2,80
2179,1518,Good Day Cookies,1,50
2180,2172,Clinic Plus Shampoo,1,40
2181,1326,Britannia Rusk,3,130
2182,2040,Bournvita,4,120
2183,3106,Ariel Detergent,4,60
2184,1110,Godrej Hair Dye,1,120
2185,3295,Clinic Plus Shampoo,4,200
2186,3021,Parle-G Biscuits,3,50
2187,3273,Godrej Hair Dye,5,120
2188,3076,Britannia Rusk,3,45
2189,506,Tata Tea Gold,4,300
2190,1668,Tata Salt,4,150
2191,1875,Dove Soap,2,120
2192,3724,Fortune Oil,2,99
2193,3009,Britannia Rusk,2,12
2194,1416,Godrej Hair Dye,4,99
2195,1534,Himalaya Face Wash,1,80
2196,655,Parle-G Biscuits,5,200
2197,105,Colgate Toothpaste,5,200
2198,324,Britannia Rusk,4,10
2199,2310,Britannia Rusk,1,200
2200,1615,Red Label Tea,1,40
2201,3187,Harpic Toilet Cleaner,3,60
2202,1710,Dettol Liquid,1,120
2203,3551,Red Label Tea,3,12
2204,557,Tata Tea Gold,5,40
2205,1919,Red Label Tea,4,45
2206,2225,Himalaya Face Wash,4,70
2207,3482,Bournvita,4,45
2208,1099,Colgate Toothpaste,4,12
2209,139,Godrej Hair Dye,1,99
2210,3490,Nestle Milk,2,45
2211,2179,Amul Butter,4,35
2212,2546,Fortune Oil,2,70
2213,1694,Good Day Cookies,2,20
2214,10,Amul Butter,5,10
2215,3946,Harpic Toilet Cleaner,4,120
2216,38,Maggi Noodles,3,180
2217,2859,Bournvita,1,45
2218,1361,Godrej Hair Dye,1,45
2219,3415,Dove Soap,2,10
2220,2022,Fortune Oil,4,10
2221,918,Bournvita,1,10
2222,2772,Fortune Oil,5,99
2223,2797,Red Label Tea,1,180
2224,1641,Godrej Hair Dye,4,50
2225,3453,Dove Soap,2,150
2226,2304,Harpic Toilet Cleaner,5,60
2227,2851,Clinic Plus Shampoo,3,300
2228,1843,Nestle Milk,1,99
2229,131,Amul Butter,4,150
2230,2711,Bournvita,1,180
2231,2297,Himalaya Face Wash,3,99
2232,1437,Nestle Milk,4,35
2233,1939,Dettol Liquid,1,50
2234,3568,Aashirvaad Atta,3,45
2235,3853,Amul Butter,2,180
2236,3072,Parle-G Biscuits,5,12
2237,3526,Fortune Oil,2,20
2238,3238,Himalaya Face Wash,3,300
2239,2276,Good Day Cookies,5,150
2240,1596,Amul Butter,4,10
2241,3248,Red Label Tea,3,80
2242,2448,Red Label Tea,3,300
2243,3413,Dettol Liquid,4,150
2244,3637,Good Day Cookies,3,12
2245,1133,Dove Soap,1,150
2246,326,Godrej Hair Dye,1,20
2247,337,Himalaya Face Wash,1,60
2248,1822,Britannia Rusk,3,40
2249,2070,Parle-G Biscuits,2,40
2250,2757,Parle-G Biscuits,5,45
2251,2480,Britannia Rusk,4,35
2252,1061,Harpic Toilet Cleaner,1,12
2253,3675,Bournvita,5,130
2254,316,Maggi Noodles,4,10
2255,137,Fortune Oil,2,200
2256,1416,Aashirvaad Atta,3,120
2257,2110,Godrej Hair Dye,2,180
2258,3789,Aashirvaad Atta,3,70
2259,3821,Britannia Rusk,2,50
2260,1211,Tata Salt,1,120
2261,3481,Red Label Tea,2,120
2262,1717,Bournvita,2,10
2263,3738,Fortune Oil,1,45
2264,3825,Tata Salt,1,200
2265,3010,Britannia Rusk,1,45
2266,429,Ariel Detergent,4,10
2267,2110,Harpic Toilet Cleaner,4,80
2268,553,Britannia Rusk,1,10
2269,3260,Clinic Plus Shampoo,1,99
2270,668,Dove Soap,4,99
2271,1850,Dettol Liquid,1,60
2272,1580,Harpic Toilet Cleaner,4,12
2273,3130,Nestle Milk,1,10
2274,151,Tata Tea Gold,5,12
2275,3915,Harpic Toilet Cleaner,4,50
2276,3937,Dettol Liquid,2,35
2277,2975,Harpic Toilet Cleaner,1,40
2278,3491,Harpic Toilet Cleaner,3,50
2279,3741,Colgate Toothpaste,4,120
2280,726,Red Label Tea,4,300
2281,227,Ariel Detergent,4,120
2282,2019,Tata Salt,2,45
2283,1580,Aashirvaad Atta,4,50
2284,3158,Dove Soap,4,45
2285,3637,Dettol Liquid,1,60
2286,3642,Himalaya Face Wash,1,180
2287,699,Dove Soap,2,40
2288,1505,Godrej Hair Dye,4,130
2289,2144,Clinic Plus Shampoo,2,50
